Given example
8 10
16 13
10 19
13 15
0 18
2 14
8 17
5 14
16 20

jin random 65
vfile
7
1 0
6 2
3 0
0 0
2 1
4 2
5 0

efile
6
0 3
4 5
3 6
0 2
2 4
1 6

jin random 66
vfile
58
21 0
10 1
2 1
30 2
42 1
6 1
0 0
35 1
5 0
50 0
7 2
54 2
57 1
19 1
45 1
24 2
37 1
55 1
29 1
33 2
13 2
1 0
23 2
51 0
38 1
4 1
56 0
39 0
3 1
31 1
48 2
11 2
17 0
36 0
34 2
15 2
43 2
8 1
52 2
28 1
41 0
40 0
20 0
49 2
25 2
18 1
16 2
9 2
14 2
47 2
53 0
46 1
32 1
44 2
22 1
27 0
26 2
12 0

efile
57
2 30
57 54
40 41
37 55
32 44
19 45
24 45
3 31
52 28
43 15
25 18
57 19
40 20
0 6
49 25
1 23
8 52
33 29
0 35
24 37
42 6
27 22
56 39
9 14
48 11
50 7
51 23
56 4
26 12
16 9
50 5
49 20
4 38
17 11
53 46
44 22
17 36
54 7
16 18
26 27
34 15
1 13
51 38
48 31
34 36
10 21
10 2
3 39
53 47
42 30
35 5
32 46
8 43
14 47
29 55
41 28
33 13

jin random 67
vfile
24
6 0
15 2
7 1
12 0
1 0
9 1
13 1
21 1
20 2
3 2
18 1
0 2
23 1
16 2
19 2
11 0
10 2
4 0
17 2
5 2
14 0
8 1
2 2
22 1

efile
23
6 15
10 4
11 19
8 2
8 14
17 5
10 11
21 13
9 13
17 4
18 3
0 18
1 12
20 21
12 7
3 20
1 9
5 14
16 23
0 23
2 22
16 19
7 15

jin random 68
vfile
66
58 0
60 0
3 1
32 0
19 1
28 2
31 0
14 0
64 1
49 2
26 0
65 1
57 2
54 0
30 1
56 0
45 1
6 2
55 0
52 2
21 0
24 0
42 2
4 0
17 1
39 1
9 2
2 1
61 0
50 2
29 1
38 2
18 1
35 1
25 2
16 2
20 1
36 2
47 1
44 2
48 1
62 0
33 1
46 0
23 1
43 1
59 2
53 1
37 0
10 1
13 2
41 1
12 0
5 1
1 2
40 2
7 0
22 0
27 2
63 1
34 2
11 1
51 1
15 0
0 0
8 2

efile
65
52 55
34 63
57 54
56 30
42 4
29 38
48 62
10 13
65 26
34 11
3 60
44 47
59 43
58 60
9 2
19 28
56 45
20 36
50 29
50 61
27 63
6 55
41 12
18 35
25 35
41 13
17 4
33 46
27 22
51 11
33 62
17 39
40 7
32 19
51 15
14 31
36 47
10 37
40 1
32 3
64 14
65 57
64 49
54 30
37 53
12 5
9 39
48 44
1 5
24 42
16 25
45 6
0 8
28 31
43 23
46 23
18 38
49 26
2 61
0 15
52 21
59 53
22 7
24 21
16 20

jin random 69
vfile
73
23 1
28 0
45 2
38 0
42 2
49 0
25 1
69 1
59 1
61 2
30 0
3 0
50 0
20 0
54 2
51 0
35 0
24 0
63 0
10 2
4 1
37 2
39 2
48 1
64 1
18 2
34 2
22 2
12 1
2 1
31 0
44 2
71 2
53 2
66 0
40 2
67 2
60 0
62 1
52 1
5 1
72 1
9 0
55 2
1 1
13 2
33 0
17 0
32 0
36 2
68 2
43 1
26 1
58 2
14 0
21 2
0 2
6 1
46 1
8 1
19 1
65 2
16 2
29 0
27 1
15 0
41 1
7 0
70 0
47 2
11 2
57 0
56 2

efile
72
10 4
72 5
70 47
57 11
60 62
27 29
53 71
32 36
10 63
43 68
2 31
26 43
58 14
40 67
0 21
11 47
24 35
8 19
41 7
26 58
42 38
25 69
44 31
49 25
0 6
28 45
66 53
46 6
41 15
59 61
27 15
44 71
21 14
52 62
65 19
34 22
40 66
67 60
18 34
59 69
48 64
49 42
45 38
51 54
52 5
48 39
9 55
12 22
36 68
56 57
3 30
61 30
72 9
50 20
37 39
1 55
50 3
1 13
32 17
4 37
70 7
2 12
8 46
33 17
20 54
24 63
64 18
16 29
16 65
28 23
35 51
33 13

jin random 70
vfile
30
29 1
12 0
21 0
6 1
24 0
9 1
26 1
17 2
10 2
28 2
1 1
2 0
19 1
20 1
8 1
23 2
5 2
14 1
16 2
3 0
7 2
22 0
4 1
18 0
25 2
15 0
0 0
27 1
13 1
11 0

efile
29
17 10
18 4
25 15
1 28
10 28
12 21
8 20
17 26
25 18
21 6
9 26
27 13
5 23
12 29
8 23
11 13
16 14
3 7
24 9
2 19
24 6
19 20
1 2
5 14
4 22
0 15
0 27
22 7
16 3

jin random 71
vfile
33
4 0
27 0
16 1
31 1
15 1
23 0
10 0
2 2
21 1
30 1
3 2
28 0
5 0
6 1
24 1
14 2
13 0
11 1
1 1
22 0
9 2
18 0
29 0
26 2
32 1
20 1
7 1
0 0
19 0
17 2
8 1
25 0
12 1

efile
32
24 14
1 22
9 22
10 23
23 15
0 19
8 25
20 7
5 6
32 20
0 7
27 4
26 29
11 13
15 31
13 14
16 31
2 21
24 6
3 30
25 12
32 26
16 27
9 18
10 2
8 17
3 28
21 30
1 11
17 19
18 29
28 5

jin random 72
vfile
21
6 1
5 1
10 0
13 0
15 2
7 0
9 0
11 2
4 1
12 0
2 2
17 2
20 1
14 0
18 2
0 1
1 2
3 2
16 1
8 2
19 2

efile
20
10 13
9 7
20 14
8 19
18 14
17 2
5 6
9 11
11 4
1 3
13 15
0 18
0 1
10 5
16 8
4 12
2 12
17 20
16 3
7 15

jin random 73
vfile
65
29 1
48 1
22 2
20 2
18 1
40 2
31 1
28 2
11 1
23 2
14 2
44 1
19 2
9 1
63 1
13 0
4 1
15 1
64 0
33 1
37 0
43 1
55 0
52 0
10 0
6 0
46 0
53 2
21 2
17 2
57 2
1 2
30 1
27 0
47 0
61 0
49 1
36 0
0 1
16 2
34 0
26 0
32 0
12 0
56 0
7 1
62 2
3 2
51 1
54 2
35 1
25 1
42 2
58 2
38 2
8 1
41 0
45 0
50 2
39 0
24 0
59 2
60 1
5 1
2 1

efile
64
52 55
17 57
27 30
3 62
58 38
43 37
56 7
14 23
43 55
42 58
59 60
17 21
48 22
16 34
24 39
9 63
56 12
4 13
46 6
25 35
11 28
57 1
10 52
18 20
61 47
49 36
32 12
0 36
40 18
51 54
34 26
50 45
13 63
48 29
53 46
32 26
62 7
33 37
11 23
27 47
51 3
41 45
50 39
8 41
64 15
21 53
49 61
24 59
28 31
64 33
35 54
19 44
4 15
10 6
0 16
44 14
25 42
40 31
60 5
2 5
20 22
9 19
8 38
1 30

jin random 74
vfile
37
16 1
14 2
9 0
12 0
18 0
13 1
20 0
10 0
26 1
7 2
34 0
21 1
19 2
11 2
1 0
29 2
3 0
8 2
22 0
36 1
35 2
33 2
4 2
27 0
25 1
2 1
5 2
6 1
28 1
24 2
17 1
23 0
32 0
30 0
0 1
31 2
15 0

efile
36
11 19
36 22
32 30
32 23
3 29
8 22
5 6
35 36
9 14
27 4
9 12
10 20
16 14
33 35
0 30
15 31
19 21
18 12
26 7
8 3
18 13
10 26
25 2
24 17
1 11
20 13
28 6
25 27
1 29
34 7
2 5
33 4
24 28
17 23
0 31
34 21

jin random 75
vfile
30
21 2
13 0
27 1
2 2
11 1
1 2
19 2
7 1
10 1
29 2
3 0
23 0
15 2
25 1
28 1
18 2
14 2
6 0
17 0
4 2
22 0
0 0
26 0
24 2
9 1
5 2
20 2
16 1
12 1
8 0

efile
29
25 15
18 28
25 28
0 22
2 11
3 29
0 26
9 5
17 6
18 14
13 21
10 7
27 13
15 23
16 12
1 19
17 4
10 29
8 12
19 7
3 23
24 26
24 9
14 6
2 27
1 11
4 22
20 5
16 20

jin random 76
vfile
48
28 0
35 0
40 0
45 1
8 0
15 1
5 1
37 1
10 0
16 1
38 0
0 1
25 0
24 2
27 1
13 2
14 0
21 1
36 0
3 2
47 2
34 2
33 2
26 2
18 0
1 2
46 2
30 0
6 0
29 2
44 0
22 0
39 0
9 0
11 0
17 1
41 2
42 2
7 1
19 1
32 2
43 2
31 0
20 0
2 2
4 0
12 0
23 0

efile
47
36 21
24 27
16 38
41 42
8 45
29 6
35 28
44 29
17 41
27 13
0 38
40 35
12 23
2 4
9 11
24 25
22 39
21 14
8 15
37 5
19 7
32 19
2 20
3 47
42 7
10 37
0 25
13 14
32 43
34 47
5 15
1 18
17 11
9 39
33 26
33 34
44 22
16 10
1 46
26 18
40 45
3 36
4 12
30 6
46 30
43 31
20 31

jin random 77
vfile
88
40 1
45 2
58 2
81 0
10 1
27 0
9 1
31 1
32 2
60 2
55 1
74 0
41 0
59 2
5 1
21 2
87 1
65 0
26 2
7 2
33 2
3 0
17 1
20 0
25 1
6 0
75 2
61 2
1 0
76 1
83 0
72 0
84 1
66 2
71 1
37 2
16 2
85 2
43 1
53 1
50 0
30 1
63 2
12 0
19 0
82 1
23 2
46 2
34 0
36 0
13 2
24 2
73 2
15 2
42 1
86 0
4 1
62 0
28 0
56 2
54 2
78 0
69 2
67 2
79 0
70 0
29 2
51 0
47 1
18 0
22 0
44 1
14 0
80 2
11 1
2 2
39 1
0 2
77 1
49 2
64 1
35 0
8 1
68 1
57 1
52 1
38 1
48 0

efile
87
34 46
21 87
18 22
83 76
60 55
72 83
2 11
8 35
75 6
29 70
56 28
59 5
48 38
16 37
64 49
56 54
67 69
16 85
25 6
21 5
19 12
52 38
30 63
81 10
43 53
70 79
65 26
73 15
78 54
2 39
75 61
1 76
25 20
51 47
26 7
58 45
51 29
18 47
34 36
46 23
42 15
80 14
40 45
44 14
4 86
24 13
0 39
82 19
50 53
74 55
49 77
41 59
82 23
17 3
66 84
24 73
66 71
1 61
64 35
50 30
42 86
28 62
17 20
0 77
57 68
37 71
12 63
4 62
41 74
80 11
69 78
8 68
65 87
33 7
72 84
9 27
44 22
9 31
33 3
57 52
32 31
43 85
32 60
10 27
36 13
81 58
67 79

jin random 78
vfile
18
10 0
2 1
6 1
13 2
8 0
9 1
14 0
12 0
1 2
7 1
17 2
3 1
16 0
4 0
11 1
5 1
15 0
0 1

efile
17
17 3
11 5
10 2
9 14
12 14
2 6
8 9
1 7
5 15
16 4
1 12
13 6
17 7
11 4
0 15
8 13
16 3

jin random 79
vfile
47
20 2
3 1
34 1
30 0
5 1
19 1
33 0
13 1
15 0
28 0
6 1
32 0
46 2
22 0
44 2
45 0
4 2
7 0
16 2
29 2
12 2
17 0
2 0
25 0
37 2
42 1
36 0
31 1
0 0
9 1
26 0
24 2
27 2
39 0
14 0
8 1
1 2
43 0
35 2
18 0
21 1
10 1
41 2
38 0
11 2
40 1
23 2

efile
46
17 12
24 27
8 14
41 38
40 11
16 7
28 15
34 3
33 19
42 37
9 26
32 6
12 29
17 2
27 39
8 1
18 35
11 38
5 30
35 43
4 7
13 15
4 45
25 37
46 22
24 26
34 30
14 39
42 36
1 43
44 22
41 10
44 45
0 9
3 20
10 21
25 2
18 21
32 46
28 6
0 31
19 5
40 23
36 31
16 29
33 13

jin random 80
vfile
7
0 0
5 0
4 1
6 0
3 2
2 0
1 1

efile
6
4 6
2 3
1 2
4 5
3 6
0 5

jin random 81
vfile
31
20 0
14 1
10 1
7 0
13 1
29 2
15 0
19 0
25 1
8 0
28 2
30 1
26 2
0 1
11 0
9 1
5 0
6 2
16 0
1 2
21 2
27 2
4 0
18 0
3 2
12 1
23 0
2 0
24 2
17 2
22 0

efile
30
18 4
2 23
20 14
0 11
16 6
0 26
9 5
28 30
10 7
12 23
8 25
9 11
5 6
3 12
25 19
27 4
18 3
26 30
17 22
27 21
16 1
13 7
29 15
1 21
24 17
19 15
10 14
8 28
29 13
24 2

jin random 82
vfile
86
17 0
55 0
57 1
64 2
49 2
80 1
37 1
29 1
53 1
39 0
5 1
63 2
19 2
83 2
30 1
65 2
56 1
45 1
43 1
85 0
58 0
44 0
73 1
77 1
18 1
24 1
75 2
74 0
7 2
78 2
8 2
14 0
67 2
54 1
23 2
38 1
10 2
52 2
71 2
62 0
41 2
28 1
0 1
2 1
42 0
22 1
26 2
84 1
70 1
50 0
1 2
15 0
79 1
16 1
82 0
20 0
3 1
25 0
76 1
36 2
81 1
33 1
61 1
32 0
11 0
35 2
6 1
13 0
27 0
60 1
47 2
9 0
40 2
69 0
31 1
72 1
48 1
68 1
59 2
51 2
46 2
66 2
12 0
4 0
34 2
21 2

efile
85
5 39
25 76
81 33
64 57
83 30
0 2
9 47
24 18
80 37
33 61
64 49
56 65
35 6
58 85
35 11
40 69
60 47
53 29
19 63
43 45
41 28
34 21
1 15
41 62
81 36
24 75
84 70
27 60
32 61
74 75
48 68
54 23
26 22
12 4
83 19
34 4
40 9
66 12
42 22
2 42
76 36
13 6
57 55
52 71
58 44
29 37
78 7
8 78
51 46
16 82
53 39
72 31
1 50
67 54
0 28
80 49
66 46
10 38
26 84
25 3
51 59
62 71
16 79
18 77
8 14
38 23
5 63
72 48
73 77
79 15
56 45
27 13
17 55
10 52
59 68
65 30
32 11
3 20
43 85
69 31
74 7
50 70
67 14
82 20
73 44

jin random 83
vfile
39
12 2
4 2
24 0
37 1
34 2
23 0
17 0
20 2
5 1
7 1
14 2
6 2
11 2
19 1
38 1
30 0
28 1
8 0
16 2
36 2
26 1
25 0
31 0
2 0
22 1
9 0
15 1
0 1
33 0
32 1
13 0
10 1
35 2
21 0
1 1
27 1
3 2
29 0
18 0

efile
38
19 11
10 13
2 31
14 7
32 33
24 4
3 29
11 6
1 27
9 22
28 30
24 37
10 35
0 33
9 15
34 23
26 36
14 6
3 27
34 37
19 38
32 13
8 16
5 7
25 26
38 30
1 21
35 21
2 22
12 4
18 29
8 28
17 23
0 15
25 31
17 20
16 36
20 5

jin random 84
vfile
15
1 0
2 0
9 2
14 0
4 1
5 0
0 2
12 0
13 0
7 2
3 2
11 2
8 0
10 0
6 1

efile
14
8 11
13 7
1 2
3 7
4 5
10 6
0 12
0 5
8 10
4 14
9 14
12 13
11 3
9 2

jin random 85
vfile
42
6 0
2 0
5 2
38 1
8 2
9 0
35 1
32 1
37 2
36 2
26 0
41 2
19 0
18 1
1 1
33 0
28 0
29 1
13 1
3 0
21 1
4 2
27 1
10 1
24 0
0 0
30 1
22 1
40 0
23 1
25 1
14 2
7 2
34 1
12 2
11 2
31 2
20 1
16 2
39 0
15 2
17 2

efile
41
3 21
30 22
11 12
2 6
40 22
1 33
14 7
33 28
16 20
9 35
41 26
32 35
25 23
11 31
3 13
15 39
18 19
24 10
32 37
17 15
27 4
0 30
16 39
26 36
36 37
4 21
1 18
34 12
24 0
28 29
8 9
2 5
10 27
40 23
5 38
25 14
41 19
34 7
13 29
20 31
8 38

jin random 86
vfile
13
12 2
10 0
5 1
8 1
11 0
4 2
3 2
2 2
9 1
7 2
0 2
6 1
1 2

efile
12
3 4
8 11
2 3
0 6
9 7
1 6
10 12
11 4
10 5
0 7
8 5
9 2

jin random 87
vfile
18
1 1
8 2
15 0
9 2
11 1
17 0
0 1
16 0
4 0
13 1
2 2
14 1
3 2
12 1
7 1
5 0
6 1
10 1

efile
17
12 7
2 13
4 13
10 6
0 16
16 4
17 11
3 14
8 1
9 11
0 17
2 14
3 12
5 6
8 15
9 15
5 7

jin random 88
vfile
95
80 2
35 0
91 0
94 1
82 0
40 2
50 1
24 2
44 2
69 1
13 1
79 1
57 2
75 2
73 0
47 2
6 0
34 1
30 0
8 1
46 1
12 2
17 2
77 0
39 0
2 0
48 2
43 1
16 0
64 1
81 0
18 1
33 1
88 0
0 1
42 0
14 0
3 2
90 0
55 1
45 0
29 1
1 1
52 1
31 2
11 1
54 1
51 2
78 2
36 0
83 2
92 0
49 2
60 2
20 2
65 1
19 2
38 1
63 2
85 1
15 0
41 1
59 1
37 0
84 2
93 0
28 2
76 0
66 0
58 1
25 1
23 1
9 0
10 2
7 2
87 2
70 0
67 1
22 2
4 2
56 0
74 0
86 0
53 0
21 2
5 1
62 0
61 1
32 1
68 2
71 1
89 0
72 1
26 0
27 2

efile
94
12 46
40 50
85 15
5 62
61 62
59 37
83 92
73 47
65 19
67 70
49 60
3 14
57 79
26 27
9 23
24 50
72 89
13 69
89 71
24 44
5 21
8 46
72 26
66 76
51 78
40 82
16 64
48 43
83 36
29 45
77 39
6 47
11 31
38 63
88 0
88 33
82 94
2 39
56 4
13 79
90 3
32 61
32 68
67 22
48 2
74 86
25 58
21 53
66 58
91 35
90 55
42 14
52 31
84 37
33 18
56 74
70 87
41 59
28 76
36 78
53 86
25 23
41 15
8 30
45 55
0 42
87 7
34 30
19 38
44 69
64 81
9 10
1 29
4 22
28 93
17 77
91 94
17 12
1 52
11 54
84 93
10 7
57 75
65 20
81 18
73 75
34 6
85 63
51 54
60 20
80 35
68 71
16 43
49 92

jin random 89
vfile
11
5 0
2 1
8 1
10 1
3 2
7 0
6 2
1 1
0 2
9 2
4 0

efile
10
8 2
3 7
6 7
0 1
2 5
10 3
8 10
9 4
1 6
0 9

jin random 90
vfile
74
20 0
63 2
28 2
46 1
45 2
49 0
23 0
27 1
47 2
50 1
2 0
60 0
55 0
72 1
5 1
7 2
34 2
44 2
37 0
25 0
11 0
61 1
42 0
43 0
39 2
48 2
70 2
67 2
66 0
17 2
6 2
35 0
9 0
26 1
68 2
33 1
14 1
73 1
65 2
40 0
24 0
58 2
21 2
22 1
0 2
13 0
69 2
8 0
57 0
29 0
36 0
30 0
38 2
15 0
62 0
10 1
64 2
41 1
59 1
54 2
56 2
52 2
31 2
71 0
1 0
18 2
19 0
12 2
53 1
3 0
4 1
51 2
32 0
16 0

efile
73
20 63
72 5
1 71
32 51
11 61
0 22
58 21
44 37
41 59
27 23
73 14
60 55
42 43
57 29
25 11
9 35
49 23
17 6
49 45
0 13
3 4
9 26
34 44
10 62
18 19
50 47
42 61
45 46
33 68
36 29
2 60
67 70
40 65
24 58
28 46
28 63
25 37
48 39
1 18
26 68
36 30
21 22
38 15
56 54
66 67
35 6
17 66
27 47
12 53
8 69
72 55
5 7
33 14
40 24
51 4
38 30
69 13
43 39
71 31
32 16
52 31
19 12
34 7
8 57
59 54
65 73
64 10
3 53
62 15
50 2
56 52
48 70
64 41

jin random 91
vfile
60
48 1
41 0
0 1
15 0
35 2
12 1
2 1
55 2
53 2
59 0
28 1
56 1
57 0
7 2
19 2
43 1
46 1
8 1
44 0
34 1
1 2
21 1
33 0
36 1
30 1
45 2
40 0
47 2
4 2
58 2
37 2
51 1
31 0
38 1
24 0
16 0
5 2
3 0
49 2
29 1
6 0
26 2
20 0
25 2
22 0
9 1
14 2
11 0
54 1
50 1
18 0
13 2
27 1
10 1
42 1
17 2
52 1
23 0
32 0
39 2

efile
59
24 38
25 22
35 15
17 52
50 54
58 4
38 31
43 46
16 5
29 6
32 23
11 54
9 22
26 6
2 55
27 13
32 39
56 28
52 23
3 5
9 14
43 19
58 37
17 42
51 31
11 14
19 7
24 16
25 20
1 34
49 29
49 3
48 41
57 7
50 18
56 57
36 30
53 55
33 36
18 13
59 28
8 44
1 21
51 37
40 45
0 41
10 27
35 12
26 20
2 12
8 46
0 15
10 42
33 21
59 53
34 44
4 47
45 30
40 47

jin random 92
vfile
67
28 2
57 1
41 1
44 1
47 0
64 2
15 1
24 2
3 1
56 1
34 2
1 2
53 1
10 1
5 1
14 1
65 0
30 1
50 1
59 1
51 1
37 2
16 2
31 1
33 1
29 2
39 1
2 0
32 1
26 1
6 1
27 1
62 0
61 2
66 0
49 2
54 2
48 0
63 0
45 1
17 1
8 0
38 2
23 0
36 0
20 1
52 1
42 1
4 2
21 2
25 2
60 1
35 1
9 2
55 2
58 0
19 1
43 2
46 1
0 1
7 1
40 1
18 1
22 1
12 2
11 1
13 2

efile
66
66 61
56 3
65 14
33 31
11 12
42 4
64 47
0 46
56 34
38 23
18 22
27 62
43 46
10 53
44 47
1 53
20 52
29 39
9 35
24 15
41 44
61 62
26 6
36 20
36 23
49 66
33 29
48 63
17 45
58 55
45 63
2 39
16 37
43 19
0 7
40 7
35 60
50 59
9 55
1 34
11 13
40 18
4 21
12 22
16 31
27 6
65 30
24 3
32 26
10 5
32 2
64 15
50 30
42 52
25 21
8 17
5 14
57 28
51 37
48 54
51 59
49 54
58 19
25 60
57 41
8 38

jin random 93
vfile
20
0 1
6 0
10 2
4 2
11 0
8 1
17 0
16 1
18 1
2 2
14 1
13 2
7 0
5 0
1 1
19 1
12 1
3 0
15 1
9 2

efile
19
10 4
0 6
16 17
3 12
11 4
1 19
9 15
13 14
2 14
1 5
16 18
5 7
8 11
8 17
13 7
18 2
3 15
10 6
19 12

jin random 94
vfile
47
30 2
19 0
41 0
44 0
33 2
20 0
37 2
25 2
10 0
18 0
46 0
0 2
14 0
43 0
40 0
1 0
24 1
2 0
32 1
5 2
22 1
16 0
38 0
12 2
13 1
42 1
6 2
35 1
26 1
36 2
8 2
4 2
28 2
7 1
27 1
23 2
34 0
29 0
3 1
45 0
21 2
11 1
39 1
17 1
9 1
15 1
31 2

efile
46
0 46
16 38
27 7
27 23
19 30
17 9
10 18
3 29
4 28
41 44
34 29
16 22
42 13
28 7
11 21
42 6
33 20
8 36
24 1
11 39
34 23
17 39
9 15
33 44
40 43
26 36
25 37
40 1
31 15
25 10
5 22
20 37
35 6
3 45
32 2
18 46
26 35
32 5
21 45
43 14
12 38
41 19
0 14
12 13
8 4
24 2

jin random 95
vfile
54
0 2
33 2
38 1
20 0
36 0
31 0
35 1
24 0
8 0
34 0
11 0
6 1
22 2
29 0
15 0
45 1
17 2
43 1
3 2
37 2
28 1
27 2
19 0
23 0
1 0
16 1
52 1
30 2
14 2
50 2
18 2
49 2
2 0
25 2
7 0
12 2
51 2
13 2
21 2
44 1
9 2
53 0
42 1
10 1
46 2
5 1
39 1
41 2
32 2
40 0
47 2
26 0
4 2
48 2

efile
53
5 39
16 52
17 43
19 27
19 23
35 31
28 37
10 46
34 11
5 46
9 44
24 35
44 21
11 6
49 18
21 13
20 36
3 37
1 23
25 7
9 53
17 45
3 43
27 28
0 33
32 40
45 15
41 39
8 34
50 18
24 8
26 47
51 13
48 4
33 38
16 1
52 30
20 38
50 14
49 2
51 12
12 7
6 22
29 15
25 2
32 41
29 22
30 14
42 10
42 53
36 31
26 4
40 47

jin random 96
vfile
23
16 0
20 0
17 0
15 1
7 1
2 2
5 0
18 1
3 2
22 1
13 0
21 1
10 1
6 1
19 2
0 0
14 1
4 0
11 2
1 2
9 0
12 0
8 2

efile
22
21 13
0 19
11 4
17 15
9 12
18 3
8 12
19 6
18 5
4 14
2 7
13 22
10 21
1 9
3 22
1 11
10 6
2 5
0 14
17 20
7 15
16 20

jin random 97
vfile
64
48 0
43 2
12 1
14 1
62 1
7 1
53 2
25 0
42 2
54 0
20 0
57 0
2 2
6 2
49 2
16 2
26 1
32 1
9 1
51 1
24 2
40 2
11 0
37 1
56 1
23 2
34 2
33 1
47 0
18 2
10 2
28 1
5 1
45 1
52 0
46 1
17 2
61 1
44 1
63 0
3 1
55 1
30 1
13 2
41 0
35 2
27 0
39 2
1 0
8 1
15 2
21 2
60 0
58 1
36 0
19 0
0 1
38 0
31 0
29 0
4 1
50 1
59 0
22 1

efile
63
59 22
16 49
48 43
10 28
2 6
27 35
13 30
38 31
30 55
44 63
41 35
24 51
29 31
25 53
50 4
58 60
43 12
18 10
16 26
44 61
17 61
4 29
3 55
57 20
3 63
0 38
9 51
0 19
27 39
41 13
8 1
19 36
57 2
1 39
34 23
8 15
60 21
17 46
50 59
33 47
32 26
62 7
33 34
24 40
56 23
18 47
52 46
49 6
12 14
53 7
21 15
25 42
42 54
32 9
62 14
56 37
20 54
45 5
52 45
58 36
40 11
11 37
28 5

jin random 98
vfile
37
4 2
12 0
30 1
2 2
19 0
25 2
23 1
6 2
24 0
10 2
13 2
36 1
21 2
14 1
11 2
9 2
8 1
3 2
0 2
18 2
29 1
35 2
26 1
31 1
15 2
5 1
17 1
27 1
1 0
22 1
33 0
32 0
20 0
16 0
28 0
34 0
7 2

efile
36
2 30
36 21
17 5
1 22
10 13
34 28
32 33
26 31
1 27
25 23
0 3
9 11
24 10
32 20
25 19
17 27
21 14
11 14
6 23
15 31
0 18
5 15
2 19
24 6
8 3
35 29
12 30
26 35
8 9
4 12
18 29
34 7
36 13
33 22
16 28
16 20

jin random 99
vfile
23
9 1
1 1
14 1
6 2
17 0
11 2
3 1
16 0
18 1
13 1
8 2
19 1
21 2
20 2
5 1
2 1
7 0
4 0
15 1
22 1
12 2
10 1
0 2

efile
22
8 19
17 6
1 14
22 15
3 11
4 7
0 10
19 21
14 6
12 22
17 11
10 12
8 13
20 21
16 18
2 7
18 13
9 1
4 15
2 5
16 3
20 5

jin random 100
vfile
87
4 0
60 0
33 0
72 1
82 0
29 2
8 2
55 2
41 2
39 1
52 1
83 0
75 1
16 2
58 2
68 0
30 1
63 2
42 0
2 2
71 1
5 2
9 1
86 2
17 0
67 1
0 1
14 1
18 1
70 1
1 0
48 1
78 2
12 1
50 2
69 2
26 2
21 0
45 1
36 2
10 2
11 0
77 0
7 0
53 2
40 2
24 1
20 2
25 2
6 1
62 2
46 2
32 0
19 2
13 2
76 2
34 2
44 1
81 1
3 2
64 2
35 0
80 2
61 1
49 0
57 0
38 2
66 0
22 2
37 0
27 1
73 1
65 1
56 0
15 0
54 1
84 1
85 0
23 0
31 0
43 2
51 1
74 0
28 1
59 2
79 2
47 2

efile
86
1 70
83 52
56 15
66 22
48 1
57 38
81 3
59 79
72 82
72 33
42 63
16 58
56 65
37 22
49 61
11 77
32 46
25 6
53 7
30 63
27 37
26 21
85 23
77 7
51 43
73 27
10 11
58 68
9 5
50 12
26 69
2 71
66 38
25 20
47 79
68 30
10 36
74 51
12 78
8 29
59 28
8 55
82 29
34 44
36 45
43 31
42 2
18 70
0 67
17 67
18 14
24 20
62 6
32 19
41 39
84 85
80 61
54 15
34 76
64 35
40 24
45 21
33 60
46 62
9 86
0 14
81 44
74 28
17 86
64 3
48 78
84 54
49 57
41 55
16 75
4 60
76 13
31 23
50 69
75 83
52 39
80 35
19 13
65 73
5 71
40 53

a 1
vfile
72
38 2
34 2
47 1
15 2
4 2
35 0
28 0
5 0
46 1
29 0
69 2
49 0
25 2
7 0
53 1
20 2
12 0
40 0
21 2
50 0
1 2
17 0
55 0
3 2
6 1
22 1
0 1
31 2
64 1
9 1
36 2
58 2
70 1
65 2
66 1
59 1
45 1
41 2
48 2
24 1
51 0
19 0
39 2
27 1
23 2
30 2
68 1
14 0
42 1
26 0
18 0
63 0
54 0
52 2
11 0
67 2
10 2
71 2
56 1
44 0
57 2
16 0
37 1
32 1
61 2
33 1
62 2
60 0
13 1
2 0
8 1
43 1

efile
71
8 2
9 36
48 24
10 71
57 44
20 53
60 62
64 9
0 22
40 12
50 21
24 51
5 46
27 23
64 31
49 69
67 11
19 39
35 28
2 13
49 25
25 7
54 63
42 26
3 55
40 21
27 39
60 13
58 70
32 37
16 37
33 62
17 55
59 45
30 23
52 54
69 29
68 30
48 41
1 50
32 61
34 47
35 4
3 6
56 71
33 61
1 17
65 66
10 67
41 45
56 44
15 47
18 63
20 12
34 38
19 51
26 18
6 22
42 14
66 59
4 15
53 7
0 31
8 43
11 52
68 14
16 57
58 36
65 70
29 46
28 5

a 2
vfile
57
25 0
15 0
29 0
45 1
23 2
17 1
35 0
46 0
54 2
50 2
32 2
43 0
18 2
37 2
22 1
19 1
36 0
33 1
53 1
7 1
12 1
11 0
3 1
52 1
16 1
10 2
42 0
34 2
26 1
28 0
49 1
38 1
56 2
31 1
48 0
0 1
6 2
13 1
14 1
4 0
40 2
2 1
41 1
47 0
39 0
9 2
8 2
5 1
55 2
51 0
44 2
30 2
20 1
24 1
1 2
27 1
21 1

efile
56
16 52
25 15
33 53
11 12
45 23
45 29
13 6
40 4
5 55
41 47
1 27
0 6
42 34
20 30
54 46
41 2
24 20
40 2
49 28
19 36
24 1
8 5
3 11
32 50
56 38
49 38
18 37
32 43
51 44
13 14
